SlideName	ScanLabel	ROILabel	SegmentLabel	SegmentDisplayName	QCFlags	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	AlignedReads	DeduplicatedReads	TrimmedReads	StitchedReads	SequencingSaturation	SequencingSetID	UMIQ30	RTSQ30	GeoMxNgsPipelineVersion	all_1	Scan_ID_2	pathology_1	glom_1	ROI_ID_2	disease_status_1	region_1	tubule_1	all	Scan_ID_1	Segment_type	pathology	glom	ROI_ID_1	disease_status	region	tubule	ROIID	SegmentID
normal3	normal3_scan	41	Geometric Segment	normal3_scan | 041 | Geometric Segment		30229.28162	142	23322	27308	2573933	2428699	253115	2550994	2532564	90.16621645		0.9939	0.9933	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	41	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	41	normal	glomerulus	exclude	011e703e-0d23-41b9-81ad-77b01c91c32c	8ec3a4e4-a02f-44c7-b106-98e9db47ada1
normal3	normal3_scan	42	Geometric Segment	normal3_scan | 042 | Geometric Segment		36097.13353	185	13050	44688	4101266	3867124	311627	4069525	4037299	92.40168767		0.9947	0.994	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	42	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	42	normal	glomerulus	exclude	bee06ee8-77eb-47db-a708-6b427b121078	0e052ef5-43d2-4658-a06b-cd128a03a750
normal3	normal3_scan	43	Geometric Segment	normal3_scan | 043 | Geometric Segment		22703.06761	110	14276	41235	2280071	2153071	188025	2259721	2242155	91.75354627		0.9941	0.9934	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	43	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	43	normal	glomerulus	exclude	56f438a7-cc20-4fef-b912-bff30b3ba58d	f46d1d9f-0cd4-4db2-978f-3959aa4acf46
normal3	normal3_scan	44	Geometric Segment	normal3_scan | 044 | Geometric Segment		30029.652	134	16222	42524	2471902	2332324	221699	2451010	2431557	91.03123829		0.9941	0.9934	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	44	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	44	normal	glomerulus	exclude	fe238303-6123-41a9-bae2-aa22f8e7f0b5	a1a7c415-a40b-41a9-87ce-782ba410e347
normal3	normal3_scan	45	Geometric Segment	normal3_scan | 045 | Geometric Segment		12920.73232	65	9539	30246	1517107	1426423	136671	1505610	1494719	90.99134076		0.9946	0.9939	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	45	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	45	normal	glomerulus	exclude	286b1ce1-1a32-4870-87f2-a5b941704551	cc80dc5c-1786-4dde-9b6f-d05be215f630
normal3	normal3_scan	46	Geometric Segment	normal3_scan | 046 | Geometric Segment		17744.60364	91	3560	31831	1551478	1465688	170353	1539659	1527825	89.01995388		0.9946	0.9939	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	46	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	46	normal	glomerulus	exclude	774c24ec-9612-4d8d-9152-9016ffa9d5c8	23bc9772-ab35-410a-96e8-d3e4dfdd750d
normal3	normal3_scan	47	Geometric Segment	normal3_scan | 047 | Geometric Segment		38272.72515	163	14102	30847	4749215	4475932	395802	4710174	4673972	91.665949		0.9941	0.9934	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	47	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	47	normal	glomerulus	exclude	bf5482bd-4bbb-4426-8ef5-203d05033bea	ec1f5639-de43-4dfc-98fb-b9f4956648f0
normal3	normal3_scan	48	Geometric Segment	normal3_scan | 048 | Geometric Segment		34006.59025	187	14874	30848	4186131	3947680	344632	4154397	4121323	91.76729061		0.9948	0.9941	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	abnormal	include	48	normal	glomerulus	exclude	include	normal3_scan	glomerulus	abnormal	include	48	normal	glomerulus	exclude	d267252f-9c28-4054-9f1d-d45ce2288aa9	2320c812-aae2-4698-bd26-4e6457a77b5d
normal3	normal3_scan	49	Geometric Segment	normal3_scan | 049 | Geometric Segment		28535.89961	166	17730	28159	3990878	3767879	309531	3961803	3931534	92.24403753		0.9948	0.994	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	abnormal	include	49	normal	glomerulus	exclude	include	normal3_scan	glomerulus	abnormal	include	49	normal	glomerulus	exclude	f556fa71-e640-44a1-904f-bd7aa42abd45	104993bb-1a2f-465f-af1e-d066e7a423ca
normal3	normal3_scan	50	Geometric Segment	normal3_scan | 050 | Geometric Segment		23919.727	113	27779	17171	2739262	2587246	226011	2715351	2693551	91.74920106		0.9941	0.9933	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	50	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	50	normal	glomerulus	exclude	1fb6a273-d2a2-4853-a2ae-9c439171bbbd	db4e9101-063f-4455-847a-1963cd10bb57
normal3	normal3_scan	51	Geometric Segment	normal3_scan | 051 | Geometric Segment		22439.69208	102	29086	7256	2469185	2332333	213441	2448375	2427614	91.35581174		0.9942	0.9935	"""GeoMx_NGS_Pipeline_ 2.0.0"""	include	normal3_scan	healthy	include	51	normal	glomerulus	exclude	include	normal3_scan	glomerulus	healthy	include	51	normal	glomerulus	exclude	a9259609-b87e-4d2d-832e-7a745306e36b	0f73dc59-8533-4d5c-92b8-a562e47878e8
